Geographic area,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,Observation Status,Unit of measure,Series Category,Series Type,STD_ERR,REF_DATE,Age Group of Women,Time Since First Birth,DEFINITION,INTERVAL,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,Model Used
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,1997-06,104.7475,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,8.373167,1997.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,1998-06,92.14409,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,6.987846,1998.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,1999-06,103.6692,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,9.373621,1999.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2000-06,107.3004,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,7.292892,2000.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2001-06,85.72151,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,5.884233,2001.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2002-06,83.42657,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,6.440698,2002.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2003-06,76.30253,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,5.044798,2003.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2004-06,69.69531,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.809214,2004.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2005-06,82.09697,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,5.824561,2005.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2006-06,66.90713,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,5.000411,2006.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2007-06,73.06532,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.940987,2007.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2008-06,72.80735,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.365148,2008.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2009-06,65.24896,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.121518,2009.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2010-06,71.91725,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.257362,2010.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2011-06,69.65101,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.183303,2011.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2012-06,69.47681,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,3.972631,2012.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2013-06,72.21241,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,3.997274,2013.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2014-06,76.58755,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.842516,2014.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2015-06,58.85653,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,3.434697,2015.5,,,,1,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,GHS Panel Survey 2012-2013 (Household Deaths),2012-2013,,2012-06,23.51975,,,,,Excluded from IGME,"Deaths per 1,000 live births",Panel,Household Deaths,,2012.5,,,,1,Survey/Census with Household deaths,,,,,
Nigeria,Infant mortality rate,Total,Total,Malaria Indicator Survey 2010 (Direct),2010,,1988-06,96.8,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Direct,11.4,1988.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Malaria Indicator Survey 2010 (Direct),2010,,1993-06,97.9,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Direct,12.6,1993.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Malaria Indicator Survey 2010 (Direct),2010,,1998-06,95,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Direct,10.7,1998.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Malaria Indicator Survey 2010 (Direct),2010,,2002-06,93.3,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Direct,8.5,2002.5,,,,3,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Malaria Indicator Survey 2010 (Direct),2010,,2005-06,94.9,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Direct,7,2005.5,,,,3,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Malaria Indicator Survey 2010 (Direct),2010,,2008-06,74.9,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Direct,6.9,2008.5,,,,3,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 1999 (Indirect),1999,,1987-01,99,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,,1987,45 to 49 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 1999 (Indirect),1999,,1989-10,103,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,,1989.8,40 to 44 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 1999 (Indirect),1999,,1992-02,96,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,,1992.1,35 to 39 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 1999 (Indirect),1999,,1994-02,112,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,,1994.1,30 to 34 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 1999 (Indirect),1999,,1995-10,102,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,,1995.8,25 to 29 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Multiple Indicator Cluster Survey 1999 (Indirect),1999,,1997-04,109,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,,1997.3,20 to 24 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Survey 1971-1973 (Indirect),1971-1973,,1957-06,108,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Indirect,,1957.5,45 to 49 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Survey 1971-1973 (Indirect),1971-1973,,1960-05,112,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Indirect,,1960.4,40 to 44 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Survey 1971-1973 (Indirect),1971-1973,,1963-03,98,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Indirect,,1963.2,35 to 39 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Survey 1971-1973 (Indirect),1971-1973,,1965-10,104,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Indirect,,1965.8,30 to 34 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Survey 1971-1973 (Indirect),1971-1973,,1968-03,86,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Indirect,,1968.2,25 to 29 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Survey 1971-1973 (Indirect),1971-1973,,1970-03,84,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Indirect,,1970.2,20 to 24 years old,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Infant mortality rate,Total,Total,Rural Demographic Sample Survey 1965-1966 (Household Deaths),1965-1966,,1965-06,159.7,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Household Deaths,,1965.5,,,,,Survey/Census with Household deaths,,,,,
Nigeria,Infant mortality rate,Total,Total,Malumfashi DSS 1962-1977 (Household Deaths),1962-1977,,1964-01,220.4,,,,,Excluded from IGME,"Deaths per 1,000 live births",Others,Household Deaths,,1964,,,,,Survey/Census with Household deaths,,,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1964-06,193.8974275,,,,,Normal value,"Deaths per 1,000 live births",,,,1964.5,,,,1,,165.1150381,231.6683326,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1965-06,189.6947412,,,,,Normal value,"Deaths per 1,000 live births",,,,1965.5,,,,1,,165.0711272,220.8332624,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1966-06,185.5654608,,,,,Normal value,"Deaths per 1,000 live births",,,,1966.5,,,,1,,163.7391059,212.3281532,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1967-06,181.481934,,,,,Normal value,"Deaths per 1,000 live births",,,,1967.5,,,,1,,161.5121925,205.4559139,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1968-06,177.2223422,,,,,Normal value,"Deaths per 1,000 live births",,,,1968.5,,,,1,,158.4510369,200.5640964,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1969-06,172.8929108,,,,,Normal value,"Deaths per 1,000 live births",,,,1969.5,,,,1,,154.7684068,195.3356523,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1970-06,168.3664138,,,,,Normal value,"Deaths per 1,000 live births",,,,1970.5,,,,1,,150.6930325,190.0725609,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1971-06,163.5951398,,,,,Normal value,"Deaths per 1,000 live births",,,,1971.5,,,,1,,146.5118782,184.3552711,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1972-06,158.6322846,,,,,Normal value,"Deaths per 1,000 live births",,,,1972.5,,,,1,,142.2924975,178.3146315,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1973-06,153.6424438,,,,,Normal value,"Deaths per 1,000 live births",,,,1973.5,,,,1,,137.9043716,172.1378964,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1974-06,148.631762,,,,,Normal value,"Deaths per 1,000 live births",,,,1974.5,,,,1,,133.9346452,165.851256,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1975-06,143.8573075,,,,,Normal value,"Deaths per 1,000 live births",,,,1975.5,,,,1,,130.0380107,159.5980302,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1976-06,139.276809,,,,,Normal value,"Deaths per 1,000 live births",,,,1976.5,,,,1,,126.7057002,153.8734241,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1977-06,135.1153454,,,,,Normal value,"Deaths per 1,000 live births",,,,1977.5,,,,1,,123.5591939,148.8436557,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1978-06,131.487699,,,,,Normal value,"Deaths per 1,000 live births",,,,1978.5,,,,1,,120.7189497,144.1718293,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1979-06,128.6198652,,,,,Normal value,"Deaths per 1,000 live births",,,,1979.5,,,,1,,118.132213,140.4141927,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1980-06,126.2780146,,,,,Normal value,"Deaths per 1,000 live births",,,,1980.5,,,,1,,116.2021965,137.3129413,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1981-06,124.549312,,,,,Normal value,"Deaths per 1,000 live births",,,,1981.5,,,,1,,114.8809069,134.8729766,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1982-06,123.426578,,,,,Normal value,"Deaths per 1,000 live births",,,,1982.5,,,,1,,114.2338143,133.0962665,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1983-06,122.9284859,,,,,Normal value,"Deaths per 1,000 live births",,,,1983.5,,,,1,,114.1436349,132.2484593,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1984-06,122.9137642,,,,,Normal value,"Deaths per 1,000 live births",,,,1984.5,,,,1,,114.39384,131.9834052,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1985-06,123.2197996,,,,,Normal value,"Deaths per 1,000 live births",,,,1985.5,,,,1,,115.0310285,132.0102554,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1986-06,123.7086947,,,,,Normal value,"Deaths per 1,000 live births",,,,1986.5,,,,1,,115.6740866,132.3364694,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1987-06,124.1206794,,,,,Normal value,"Deaths per 1,000 live births",,,,1987.5,,,,1,,116.2599672,132.6828362,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1988-06,124.3841066,,,,,Normal value,"Deaths per 1,000 live births",,,,1988.5,,,,1,,116.6318024,132.8463235,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1989-06,124.5291649,,,,,Normal value,"Deaths per 1,000 live births",,,,1989.5,,,,1,,116.7788485,132.6837185,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1990-06,124.3595628,,,,,Normal value,"Deaths per 1,000 live births",,,,1990.5,,,,1,,116.7994073,132.2569914,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1991-06,124.0616944,,,,,Normal value,"Deaths per 1,000 live births",,,,1991.5,,,,1,,116.5800102,131.852344,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1992-06,123.6401779,,,,,Normal value,"Deaths per 1,000 live births",,,,1992.5,,,,1,,116.2657053,131.2548531,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1993-06,123.0514246,,,,,Normal value,"Deaths per 1,000 live births",,,,1993.5,,,,1,,115.791431,130.6650383,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1994-06,122.2883782,,,,,Normal value,"Deaths per 1,000 live births",,,,1994.5,,,,1,,115.1526878,129.7895373,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1995-06,121.1687614,,,,,Normal value,"Deaths per 1,000 live births",,,,1995.5,,,,1,,114.2546036,128.6431566,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1996-06,119.6966903,,,,,Normal value,"Deaths per 1,000 live births",,,,1996.5,,,,1,,112.9370095,127.0563654,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1997-06,117.7069393,,,,,Normal value,"Deaths per 1,000 live births",,,,1997.5,,,,1,,111.0685537,124.8056172,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1998-06,115.2905144,,,,,Normal value,"Deaths per 1,000 live births",,,,1998.5,,,,1,,108.8663116,122.0758619,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,1999-06,112.5590436,,,,,Normal value,"Deaths per 1,000 live births",,,,1999.5,,,,1,,106.349473,119.1449125,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2000-06,109.6478043,,,,,Normal value,"Deaths per 1,000 live births",,,,2000.5,,,,1,,103.6719223,115.9809534,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2001-06,106.6405215,,,,,Normal value,"Deaths per 1,000 live births",,,,2001.5,,,,1,,100.8053792,112.8154725,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2002-06,103.6420238,,,,,Normal value,"Deaths per 1,000 live births",,,,2002.5,,,,1,,97.81152306,109.6546082,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2003-06,100.6220437,,,,,Normal value,"Deaths per 1,000 live births",,,,2003.5,,,,1,,94.82387875,106.5384028,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2004-06,97.64685488,,,,,Normal value,"Deaths per 1,000 live births",,,,2004.5,,,,1,,91.88577385,103.5651654,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2005-06,94.71785706,,,,,Normal value,"Deaths per 1,000 live births",,,,2005.5,,,,1,,89.02198258,100.5902623,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2006-06,92.06422172,,,,,Normal value,"Deaths per 1,000 live births",,,,2006.5,,,,1,,86.35831188,97.99839851,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2007-06,89.63880883,,,,,Normal value,"Deaths per 1,000 live births",,,,2007.5,,,,1,,83.87741767,95.58507711,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2008-06,87.509054,,,,,Normal value,"Deaths per 1,000 live births",,,,2008.5,,,,1,,81.66338409,93.5822718,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2009-06,85.70625258,,,,,Normal value,"Deaths per 1,000 live births",,,,2009.5,,,,1,,79.59870772,92.01404197,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2010-06,84.20834381,,,,,Normal value,"Deaths per 1,000 live births",,,,2010.5,,,,1,,77.69136658,90.91411749,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2011-06,82.87601002,,,,,Normal value,"Deaths per 1,000 live births",,,,2011.5,,,,1,,75.97299299,90.26128269,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2012-06,81.75219139,,,,,Normal value,"Deaths per 1,000 live births",,,,2012.5,,,,1,,74.33491393,89.92073757,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2013-06,80.75709752,,,,,Normal value,"Deaths per 1,000 live births",,,,2013.5,,,,1,,72.76988193,89.93381804,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2014-06,79.97391537,,,,,Normal value,"Deaths per 1,000 live births",,,,2014.5,,,,1,,71.15871193,90.49524277,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2015-06,79.16894674,,,,,Normal value,"Deaths per 1,000 live births",,,,2015.5,,,,1,,69.29156048,91.11074801,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2016-06,78.22284826,,,,,Normal value,"Deaths per 1,000 live births",,,,2016.5,,,,1,,67.32249738,91.92874201,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2017-06,77.04316575,,,,,Normal value,"Deaths per 1,000 live births",,,,2017.5,,,,1,,64.97720098,92.67049944,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2018-06,75.67438154,,,,,Normal value,"Deaths per 1,000 live births",,,,2018.5,,,,1,,62.2326969,93.02797271,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2019-06,74.0079283,,,,,Normal value,"Deaths per 1,000 live births",,,,2019.5,,,,1,,59.55684862,93.65494943,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2020-06,72.33873065,,,,,Normal value,"Deaths per 1,000 live births",,,,2020.5,,,,1,,56.76788667,93.86306274,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2021-06,70.47618425,,,,,Normal value,"Deaths per 1,000 live births",,,,2021.5,,,,1,,53.96668738,94.33855902,,,
Nigeria,Infant mortality rate,Total,Total,UN IGME estimate,2021,,2022-06,68.53990801,,,,,Normal value,"Deaths per 1,000 live births",,,,2022.5,,,,1,,51.15302724,94.11386195,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,,1998-11,152.3915,,,,,Included in IGME,"Deaths per 1,000 live births",MICS,Indirect,7.751362,1998.9,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,,2001-09,150.8792,,,,,Included in IGME,"Deaths per 1,000 live births",MICS,Indirect,7.569277,2001.7,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,,2004-03,142.5081,,,,,Included in IGME,"Deaths per 1,000 live births",MICS,Indirect,7.695779,2004.2,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,,2006-08,124.6145,,,,,Included in IGME,"Deaths per 1,000 live births",MICS,Indirect,8.332054,2006.6,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,,2009-02,141.5871,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,13.50642,2009.1,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1985-06,205.7885,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,10.67754,1985.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1990-06,190.8929,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,9.371464,1990.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1995-06,197.8968,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,8.546631,1995.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,2000-06,182.7803,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,6.641105,2000.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,2005-06,150.2108,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,5.397243,2005.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2003 (Direct),2003,,1980-06,196.7512,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,20.02965,1980.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2003 (Direct),2003,,1985-06,198.3151,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,12.00711,1985.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2003 (Direct),2003,,1990-06,236.8608,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,17.04513,1990.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2003 (Direct),2003,,1995-06,230.3152,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,11.23455,1995.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2003 (Direct),2003,,2000-06,191.3686,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,10.53052,2000.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,1998-06,145.0069732,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,9.365643041,1998.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2003-06,119.9836097,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,6.658893841,2003.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2008-06,108.6815364,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.701353,2008.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2013-06,85.74156989,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.01725,2013.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2018-06,91.16548161,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,3.704765932,2018.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2021 (Indirect),2021,,2006-10,115.7580675,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,9.666005805,2006.8,,,,,Survey/Census with Summary Birth Histories,,,,,
