Geographic area,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,Observation Status,Unit of measure,Series Category,Series Type,STD_ERR,REF_DATE,Age Group of Women,Time Since First Birth,DEFINITION,INTERVAL,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,Model Used
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2012-10,19.62629404,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,3.742369882,2012.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2014-10,17.64769217,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,3.196574029,2014.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2016-10,19.09288634,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,4.490160544,2016.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2018-10,15.67037348,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,2.352279027,2018.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2021 (Direct),2021,,2020-10,18.36909127,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,2.448067531,2020.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2018 (Direct),2018,,2007-07,37.35250968,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,5.40264574,2007.6,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2018 (Direct),2018,,2009-07,28.62230001,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,3.622031597,2009.6,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2018 (Direct),2018,,2011-07,26.44528875,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,3.476940185,2011.6,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2018 (Direct),2018,,2013-07,25.11679652,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,2.975034941,2013.6,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2018 (Direct),2018,,2015-07,25.69291803,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,2.647031628,2015.6,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2018 (Direct),2018,,2017-07,27.14506568,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,2.533640527,2017.6,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1990 (Direct),1990,,1979-03,61.24260599,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,15.06149184,1979.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1990 (Direct),1990,,1981-03,34.33172791,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,10.69461146,1981.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1990 (Direct),1990,,1983-03,34.87994598,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,11.52662025,1983.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1990 (Direct),1990,,1985-03,26.06832377,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,5.616834138,1985.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1990 (Direct),1990,,1987-03,20.21451317,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,4.714953424,1987.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1990 (Direct),1990,,1989-03,34.88720979,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,8.050001189,1989.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2017 (Direct),2017,,2005-10,20.76167901,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,4.050086351,2005.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2017 (Direct),2017,,2007-10,18.62042794,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,3.363557145,2007.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2017 (Direct),2017,,2009-10,24.25916146,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,4.376768265,2009.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2017 (Direct),2017,,2011-10,16.67687784,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,2.607543839,2011.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2017 (Direct),2017,,2013-10,17.46020573,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,2.460693323,2013.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Multiple Indicator Cluster Survey 2017 (Direct),2017,,2015-10,18.83887691,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",MICS,Direct,2.597974584,2015.8,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2013 (Direct),2013,,2002-02,27.64482316,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,3.850225097,2002.1,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2013 (Direct),2013,,2004-02,25.95401842,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,3.478694161,2004.1,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2013 (Direct),2013,,2006-02,24.78966084,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,3.010433795,2006.1,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2013 (Direct),2013,,2008-02,24.21907123,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,3.032953816,2008.1,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2013 (Direct),2013,,2010-02,19.23764905,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,2.671513412,2010.1,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2013 (Direct),2013,,2012-02,19.1028516,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Direct,2.646537509,2012.1,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1999 (Direct),1999,,1988-03,13.68746357,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",DHS,Direct,5.382526242,1988.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1999 (Direct),1999,,1990-03,35.90078808,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",DHS,Direct,9.493222919,1990.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1999 (Direct),1999,,1992-03,34.17979687,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",DHS,Direct,7.355499291,1992.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1999 (Direct),1999,,1994-03,22.51321841,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",DHS,Direct,5.855949265,1994.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1999 (Direct),1999,,1996-03,17.81158312,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",DHS,Direct,4.588614966,1996.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 1999 (Direct),1999,,1998-03,24.22369565,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",DHS,Direct,4.970475382,1998.2,,,,2,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2013 (Household Deaths),2013,,2012-10,34.6683231,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Household Deaths,,2012.8,,,,1,Survey/Census with Household deaths,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,GHS Panel Survey 2012-2013 (Household Deaths),2012-2013,,2012-06,56.39100489,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",Others,Household Deaths,,2012.5,,,,1,Survey/Census with Household deaths,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,GHS Panel Survey 2010 (Household Deaths),2010,,2010-06,24.46371429,,,,,Excluded from IGME,"Deaths per 1,000 children aged 5",Others,Household Deaths,,2010.5,,,,1,Survey/Census with Household deaths,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Malaria Indicator Survey 2010 (Direct),2010,,2000-09,19.66403933,,,,,Included in IGME,"Deaths per 1,000 children aged 5",MIS,Direct,5.257207976,2000.7,,,,4,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Malaria Indicator Survey 2010 (Direct),2010,,2004-09,20.31453277,,,,,Included in IGME,"Deaths per 1,000 children aged 5",MIS,Direct,5.334557413,2004.7,,,,4,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Malaria Indicator Survey 2010 (Direct),2010,,2008-09,17.09539464,,,,,Included in IGME,"Deaths per 1,000 children aged 5",MIS,Direct,3.998142681,2008.7,,,,4,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Demographic and Health Survey 2008 (Household Deaths),2008,,2008-02,43.26482987,,,,,Included in IGME,"Deaths per 1,000 children aged 5",DHS,Household Deaths,,2008.1,,,,1,Survey/Census with Household deaths,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,Rural Demographic Sample Survey 1965-1966 (Household Deaths),1965-1966,,1965-08,72.72981203,,,,,Included in IGME,"Deaths per 1,000 children aged 5",Others,Household Deaths,,1965.6,,,,1.24,Survey/Census with Household deaths,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,World Fertility Survey 1982 (Direct),1982,,1971-06,42.08142027,,,,,Included in IGME,"Deaths per 1,000 children aged 5",WFS,Direct,10.47194582,1971.5,,,,3,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,World Fertility Survey 1982 (Direct),1982,,1974-06,26.51001002,,,,,Included in IGME,"Deaths per 1,000 children aged 5",WFS,Direct,6.624043997,1974.5,,,,3,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,World Fertility Survey 1982 (Direct),1982,,1977-06,15.27558791,,,,,Included in IGME,"Deaths per 1,000 children aged 5",WFS,Direct,3.744716042,1977.5,,,,3,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,World Fertility Survey 1982 (Direct),1982,,1980-06,22.39411658,,,,,Included in IGME,"Deaths per 1,000 children aged 5",WFS,Direct,5.110151168,1980.5,,,,3,Survey/Census with Sibling Survival Histories,,,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1990-06,38.4987346,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1990.5,,,,1,,33.05082458,44.38644318,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1991-06,37.85949912,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1991.5,,,,1,,32.72576081,43.56124709,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1992-06,37.22702886,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1992.5,,,,1,,32.38310473,42.72352514,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1993-06,36.58174389,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1993.5,,,,1,,31.98386203,41.95952527,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1994-06,35.93977514,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1994.5,,,,1,,31.61394872,41.1226613,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1995-06,35.28973933,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1995.5,,,,1,,31.1722224,40.27438272,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1996-06,34.59571314,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1996.5,,,,1,,30.6337316,39.35709813,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1997-06,33.90933046,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1997.5,,,,1,,30.08634021,38.52115766,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1998-06,33.24650222,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1998.5,,,,1,,29.52237031,37.61133927,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,1999-06,32.47550015,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,1999.5,,,,1,,28.89461187,36.62023908,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2000-06,31.64993333,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2000.5,,,,1,,28.18126676,35.66010758,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2001-06,30.88805271,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2001.5,,,,1,,27.47977727,34.68357869,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2002-06,30.13348247,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2002.5,,,,1,,26.75535106,33.84110835,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2003-06,29.46339126,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2003.5,,,,1,,26.1706532,33.11177373,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2004-06,28.85939493,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2004.5,,,,1,,25.60647298,32.47312539,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2005-06,28.23322655,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2005.5,,,,1,,24.98954279,31.83095734,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2006-06,27.67454774,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2006.5,,,,1,,24.42583105,31.26187736,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2007-06,27.12485967,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2007.5,,,,1,,23.86059159,30.76548811,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2008-06,26.48895335,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2008.5,,,,1,,23.2274229,30.13947787,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2009-06,25.90782041,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2009.5,,,,1,,22.56480878,29.56452209,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2010-06,25.3508004,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2010.5,,,,1,,21.91746154,29.10428465,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2011-06,24.80218818,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2011.5,,,,1,,21.30215539,28.66487671,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2012-06,24.29150953,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2012.5,,,,1,,20.70715909,28.27552997,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2013-06,23.81604774,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2013.5,,,,1,,20.12485636,27.9958691,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2014-06,23.36516185,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2014.5,,,,1,,19.58501755,27.80830804,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2015-06,22.95346936,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2015.5,,,,1,,19.03706403,27.64502791,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2016-06,22.56846957,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2016.5,,,,1,,18.50168317,27.54115078,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2017-06,22.17157497,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2017.5,,,,1,,17.99059561,27.50618131,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2018-06,21.73922607,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2018.5,,,,1,,17.45635623,27.41776022,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2019-06,21.29196768,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2019.5,,,,1,,16.90352112,27.35015971,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2020-06,20.83020874,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2020.5,,,,1,,16.31595421,27.31033695,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2021-06,20.3102853,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2021.5,,,,1,,15.66017182,27.1913518,,,
Nigeria,Mortality rate age 5-14,Male,Total,UN IGME estimate,2021,,2022-06,19.82297527,,,,,Normal value,"Deaths per 1,000 children aged 5",,,,2022.5,,,,1,,14.94160388,27.1149416,,,
